number,survey_id,push_id,crowd_id,crowd_name,record_id,q1_1.过去2年内，您购买过以下哪些产品？_手机贴膜,q1_2.过去2年内，您购买过以下哪些产品？_手机壳,q1_3.过去2年内，您购买过以下哪些产品？_手机充电线/数据线,q1_4.过去2年内，您购买过以下哪些产品？_充电宝/移动电源,q1_5.过去2年内，您购买过以下哪些产品？_无线蓝牙耳机,q1_6.过去2年内，您购买过以下哪些产品？_智能手表/手环,q1_7.过去2年内，您购买过以下哪些产品？_平板电脑,q1_8.过去2年内，您购买过以下哪些产品？_平板电脑保护套/壳,q1_9.过去2年内，您购买过以下哪些产品？_鼠标/机械键盘,q1_10.过去2年内，您购买过以下哪些产品？_贴片面膜,q1_11.过去2年内，您购买过以下哪些产品？_洗面奶/洁面乳,q1_12.过去2年内，您购买过以下哪些产品？_直升机,q1_13.过去2年内，您购买过以下哪些产品？_抽纸/卷纸,q1_14.过去2年内，您购买过以下哪些产品？_洗衣液/洗衣凝珠,q1_15.过去2年内，您购买过以下哪些产品？_T恤/裙子,q1_16.过去2年内，您购买过以下哪些产品？_运动鞋,q1_17.过去2年内，您购买过以下哪些产品？_薯片/膨化食品,q1_18.过去2年内，您购买过以下哪些产品？_奶茶/咖啡,q1_19.过去2年内，您购买过以下哪些产品？_室内绿植/花卉,q1_20.过去2年内，您购买过以下哪些产品？_桌面收纳,q2.您最近一次购买平板保护套大约是在什么时候？,q3.您最近购买的平板保护套单价大约是多少？,q4.您在购买该平板保护套时的决策角色是？,q5.您目前主要使用的平板电脑品牌是？,q6_1.您本人或您的亲友是否在以下行业工作？_市场研究/调研公司,q6_2.您本人或您的亲友是否在以下行业工作？_广告/公关/媒体传播机构,q6_3.您本人或您的亲友是否在以下行业工作？_数码配件生产、销售、运营相关行业,q6_4.您本人或您的亲友是否在以下行业工作？_新闻/报纸/电视台/自媒体,q6_5.您本人或您的亲友是否在以下行业工作？_互联网/IT/软件服务,q6_6.您本人或您的亲友是否在以下行业工作？_医疗/健康/生物制药,q6_7.您本人或您的亲友是否在以下行业工作？_教育/培训/科研,q6_8.您本人或您的亲友是否在以下行业工作？_以上均无,q7_1.过去3个月内，您参加过以下哪些类型的调研活动？_手机/数码配件类,q7_2.过去3个月内，您参加过以下哪些类型的调研活动？_汽车/交通出行类,q7_3.过去3个月内，您参加过以下哪些类型的调研活动？_食品/饮料/餐饮类,q7_4.过去3个月内，您参加过以下哪些类型的调研活动？_美妆/个人护理类,q7_5.过去3个月内，您参加过以下哪些类型的调研活动？_均未参加过,q8.您的最高学历是？,q9_1.您目前使用的平板保护套类型更接近以下哪一种？_单壳（不带盖板）保护套,q9_2.您目前使用的平板保护套类型更接近以下哪一种？_普通翻盖保护套,q9_3.您目前使用的平板保护套类型更接近以下哪一种？_ 磁吸不可拆分保护套,q9_4.您目前使用的平板保护套类型更接近以下哪一种？_旋转可拆分磁吸保护套,q9_5.您目前使用的平板保护套类型更接近以下哪一种？_带笔槽保护套,q9_6.您目前使用的平板保护套类型更接近以下哪一种？_键盘保护套,q9_7.您目前使用的平板保护套类型更接近以下哪一种？_透明/半透明保护壳,q9_8.您目前使用的平板保护套类型更接近以下哪一种？_不确定,q9_9.您目前使用的平板保护套类型更接近以下哪一种？_其他,q9_9_text.您目前使用的平板保护套类型更接近以下哪一种？_其他,q10_1.您购买平板保护套时，通常会关注哪些因素？_防摔防磕/保护性强,q10_2.您购买平板保护套时，通常会关注哪些因素？_支架稳定/角度好用,q10_3.您购买平板保护套时，通常会关注哪些因素？_触控笔收纳和拿取方便,q10_4.您购买平板保护套时，通常会关注哪些因素？_材质手感好,q10_5.您购买平板保护套时，通常会关注哪些因素？_不易沾指纹/不易显脏,q10_6.您购买平板保护套时，通常会关注哪些因素？_外观好看/有设计感,q10_7.您购买平板保护套时，通常会关注哪些因素？_颜色选择丰富,q10_8.您购买平板保护套时，通常会关注哪些因素？_轻薄便携,q10_9.您购买平板保护套时，通常会关注哪些因素？_品牌可信/品质稳定,q10_10.您购买平板保护套时，通常会关注哪些因素？_价格合适/性价比高,q10_11.您购买平板保护套时，通常会关注哪些因素？_耐用不易坏,q10_12.您购买平板保护套时，通常会关注哪些因素？_与平板搭配协调,q10_13.您购买平板保护套时，通常会关注哪些因素？_其他,q10_13_text.您购买平板保护套时，通常会关注哪些因素？_其他,q11_1.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_防摔防磕/保护性强,q11_2.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_支架稳定/角度好用,q11_3.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_触控笔收纳和拿取方便,q11_4.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_材质手感好,q11_5.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_不易沾指纹/不易显脏,q11_6.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_外观好看/有设计感,q11_7.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_颜色选择丰富,q11_8.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_轻薄便携,q11_9.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_品牌可信/品质稳定,q11_10.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_价格合适/性价比高,q11_11.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_耐用不易坏,q11_12.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_与平板搭配协调,q11_13.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_其他,q12.如果购买一款质量、保护性和外观设计都比较好的iPad平板保护套，在不考虑具体品牌和促销活动的情况下，以下哪个价格区间最符合您的日常心理预期？,q13.未来6个月内，您是否有购买或更换平板保护套的计划？,q14.下面是一款市面上常见的【普通款】旋转磁吸拆分平板保护壳，售价为99元。 该产品支持磁吸拆分、横竖屏旋转和日常支撑使用，可满足看剧、学习、办公等平板使用场景。请根据您自己的真实购买判断作答以下题目。,q15_1.如果您近期需要购买平板保护套，看到这款99元旋转磁吸拆分平板保护壳，您的购买意愿是？_ 购买意愿,q16_1.您认为这款99元旋转磁吸拆分平板保护壳对您的吸引力如何？_ 吸引力,q17_1.您觉得这款产品最吸引您的地方是？_可旋转使用,q17_2.您觉得这款产品最吸引您的地方是？_磁吸拆分方便,q17_3.您觉得这款产品最吸引您的地方是？_支撑看剧/学习/办公,q17_4.您觉得这款产品最吸引您的地方是？_价格合适,q17_5.您觉得这款产品最吸引您的地方是？_外观看起来简洁,q17_6.您觉得这款产品最吸引您的地方是？_保护性较好,q17_7.您觉得这款产品最吸引您的地方是？_品牌/品质感较好,q17_8.您觉得这款产品最吸引您的地方是？_没有特别吸引我的地方,q17_9.您觉得这款产品最吸引您的地方是？_其他,q17_9_text.您觉得这款产品最吸引您的地方是？_其他,q18.下面是一款在刚才99元【普通款】旋转磁吸拆分平板壳基础上进一步升级的新款产品。该【升级光面款】在保留磁吸拆分、横竖屏旋转和支撑使用功能的基础上，新增了以下三个升级点： ①四角气囊防护外显，提升防摔防磕的安全感； ②重新设计侧面直取笔槽，触控笔可从侧面直接拿取； ③提供更丰富、更个性化的配色选择。 请您先不考虑具体售价，只根据产品外观、功能和使用感受进行判断。,q19_1.不考虑价格，您对这款升级光面款平板保护套的购买意愿是？_ 购买意愿,q20_1.请评价以下升级点对您的吸引力。_四角气囊防护外显,q20_2.请评价以下升级点对您的吸引力。_侧面直取笔槽,q20_3.请评价以下升级点对您的吸引力。_更丰富、更个性化的配色选择,q21.相比刚才99元的【普通款】旋转磁吸拆分平板保护壳，如果新款增加“四角气囊防护外显、侧面直取笔槽、个性化配色”这三个升级点，您最多愿意多支付多少钱？,q22.如果这款升级光面款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q23.如果同一款升级光面款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q24.如果同一款升级光面款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q25.如果同一款升级光面款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q26.如果同一款升级光面款 iPad 平板保护套售价为 99.9 元，您的购买意愿是？,q27_text.您愿意或不愿意为这三个升级点多付钱的主要原因是什么,q28.下面是一款在刚才升级光面款基础上进一步升级的【光栅款】平板保护套。 它保留前面【升级光面款】的四角气囊防护外显、侧面直取笔槽和个性化配色，同时将背板进一步升级为光栅纹理背板，具有微磨砂质感，相比普通光面背板更不易沾指纹。 除背板材质和纹理表现外，其他主要功能与升级光面款基本一致。 请您先不考虑具体售价，只根据产品外观、材质和使用感受进行判断。,q29_1.不考虑价格，您对这款光栅款平板保护套的购买意愿是？_ 购买意愿,q30_1.请评价以下光栅背板特点对您的吸引力。_光栅纹理背板的视觉效果,q30_2.请评价以下光栅背板特点对您的吸引力。_微磨砂质感,q30_3.请评价以下光栅背板特点对您的吸引力。_相比普通光面背板更不易沾指纹,q30_4.请评价以下光栅背板特点对您的吸引力。_整体看起来更特别/更有设计感,q31.基于刚才的升级光面款，如果背板进一步升级为了现在这样“光栅纹理、微磨砂质感、不易沾指纹”，您最多愿意额外多支付多少钱？,q32.如果这款光栅款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q33.如果这款光栅款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q34.如果这款光栅款 iPad 平板保护套售价为 149.9 元，您的购买意愿是？,q35.如果这款光栅款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q36.如果这款光栅款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q37_text.您愿意或不愿意为光栅背板多付钱的主要原因是什么？,q38.如果品牌最终只能在以下两款新品中选择一款推出，您更希望购买哪一款？,q39_text.请简单说明您这样选择的主要原因。,q40.您购买数码配件时，是否愿意为外观设计、材质质感或颜色支付更高价格？,q41.您的性别是？,q42.您的年龄是？,q43.您目前的身份/职业是？,城市等级,购买力等级,人生阶段,常用收货省份,常用收货城市
424,286083,726476,1024659,3C数码,88908200,,,,,,,1,1,1,,,,,,,,,1,,,1,5,1,1,,,,,,,,1,,,,,1,5,,,,,1,,,,,,1,1,1,1,1,1,1,,1,,,,,,1,2,7,4,8,6,5,,3,,,,,5,1,1,1,1,1,1,,1,,1,1,,,,1,1,1,1,1,4,1,1,1,,,还是更想要外形上多一些设计感的,1,1,1,1,1,1,7,1,1,2,,,对比下光面更吸引人,1,光面感看起来更时尚有质感,1,2,3,6,一线,低,"准备结婚期,育婴期,已育,装修期,已有房",广东省,广州市
425,286083,726476,1024659,3C数码,88908211,1,1,1,1,1,,,1,,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,,,,,,,,1,1,1,,,1,,1,1,1,,,,,1,5,7,,,2,,4,3,6,,,,6,2,1,2,2,1,1,,1,1,,,,,,1,2,3,2,2,4,2,3,,,,更多的颜色选择比较需要，四个角的气囊，担心外形变丑,1,2,2,2,1,2,3,3,,,2,,不容易留指纹比较吸引我,3,两种都可以，就要看综合性能,1,1,3,2,二线,中等,"已婚,育婴期,已育,装修期,已有房,已有车",江苏省,苏州市
426,286083,726476,1024659,3C数码,88908223,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,,1,1,2,1,1,,,,,,,1,,,,,,1,4,,1,,,1,,,,,,1,1,1,,1,,,1,,,1,,,,1,2,3,,6,,,4,,,5,,,2,1,1,1,2,1,1,,,1,1,,,,,1,2,1,2,3,5,2,2,1,,,感觉这个设计材质都是我喜欢的，而且又能比较好的保护平板，更稳定起到更好的保护效果，款式也很好看，用着也更放心,1,1,2,2,3,2,4,2,2,2,,,愿意买，外观款式和颜色感觉都很好看，而且又能减震效果，还能起到很好的保护作用，感觉平常携带或使用时会更放心些,1,感觉这个价位有这些防震，保护，折叠便捷等功能很方便，又用着安心，而且这个价位能拿到感觉挺实惠的，同时颜色款式我都觉得都很好看,2,1,3,6,二线,偏高,"准备结婚期,已育",福建省,福州市
427,286083,726476,1024659,3C数码,88908230,1,1,1,1,1,1,,1,,,,,1,1,,1,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,1,,,,,,,,1,1,,,,,,,,,1,1,,,1,3,,,,,,,,,2,4,,5,1,1,2,2,1,1,,1,1,1,,,,,1,2,2,2,2,6,2,2,2,,,各方面都有升级，配色简单大方，好看，多花钱是应该的。,1,2,2,2,2,2,6,2,2,2,,,看起来更加高级，不容易沾上指纹，更好看。,2,更加简单，好看，不容易沾上指纹，感觉是升级了款式和功效。,1,1,3,2,一线,偏低,"已婚,育婴期,已育,已有房,已有车",广东省,深圳市
428,286083,726476,1024659,3C数码,88908238,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,,,1,,,,,1,1,,,,,1,1,,,,,,,1,3,,,,,2,4,,,,,,5,2,1,2,2,,1,,,,1,,,,,1,2,2,2,1,6,2,3,,,,气囊能提供更好的保护，拿去触控笔更加方便，配色丰富鲜艳，日常使用更加便捷，看起来很清新简洁,1,3,4,3,2,3,7,3,,,3,2,设计不符合我的审美，不喜欢这种竖条条的，看着像袜子之类的纺织纹路，看着不好看,1,外观更符合我的审美，实用性都差不多，那当然选好看的了，不好看整天看着变扭，不是白花钱吗,1,1,3,4,一线,低,恋爱期,北京,北京市
429,286083,726476,1024659,3C数码,88908259,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,4,1,1,,,,,,,,1,,,,,1,5,,,1,,,,,,,,1,1,,1,,1,,1,1,,,1,,,1,7,,3,,5,,4,2,,,6,,5,1,1,1,1,1,1,,,,1,,,,,1,1,1,3,2,4,1,2,2,,,看起来实用高档,1,2,3,1,1,1,3,1,2,4,,,防指纹。,1,不喜欢光栅,1,1,3,2,一线,中等,"已婚,已育,已有房,已有车",北京,北京市
430,286083,726476,1024659,3C数码,88908261,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,,1,,1,,,,,,1,1,,1,,1,1,1,,,1,1,,,1,2,,5,,6,7,3,,,8,4,,5,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,1,1,5,1,1,1,,,整体功能升级了，外观也更好看了,1,1,1,1,1,1,4,1,1,2,,,整体设计感更强了，更具特别性,2,整体设计感更强，更特别,1,1,3,2,一线,中等,"已婚,已有房",广东省,深圳市
431,286083,726476,1024659,3C数码,88908282,,1,1,,1,,,1,,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,5,,,1,,,,,,,,1,,,1,,,,1,,,,1,,,3,,,1,,,,4,,,,2,,5,3,1,2,1,,1,,,1,1,,,,,1,1,1,2,2,3,2,3,,,,有些功能我不需要,1,4,4,3,4,3,1,4,,,2,,这个材质不太吸引我,1,符合我的审美,3,1,5,4,五线,中等,"已婚,育婴期,已育,装修期,已有房,已有车",青海省,西宁市
432,286083,726476,1024659,3C数码,88908294,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,5,,1,1,,1,,,,,,1,1,1,1,1,,,1,,,1,,,,1,2,4,3,7,,,5,,,6,,,5,1,1,2,2,1,1,,,1,1,,,,,1,1,1,3,2,5,1,2,4,,,多付20元差不多了，一般的保护套都具备保护功能，锦上添花的功能也是需要具有性价比的，保护套会经常换，价格太高不合适,1,2,2,2,1,2,5,1,2,3,,,这种工艺材质不是必须品，保护套需要经常换，价格便宜一点，性价比高一点比较好,2,更好看，高端大气上档次，更加防滑，磨砂质感很舒服，性价比高一点更好,2,1,3,2,二线,低,已婚,江苏省,南京市
433,286083,726476,1024659,3C数码,88908296,,1,,,,,,1,,,,,,,,,,,,,1,7,1,1,,,,,,,,1,,,,,1,4,,,1,,,1,1,,,,1,1,1,1,,,,1,1,,1,,,,2,6,7,3,,,,5,4,,1,,,7,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,1,1,6,1,1,1,,,防护性能好，覆盖力强，配色简单大气，好携带,1,1,1,1,1,1,6,1,1,1,,,不易沾指纹，纹路清晰有质感，非常喜欢,2,防护性能更好，材质更好，还不易沾指纹，非常棒的设计,1,1,4,3,四线,偏低,未知,河南省,南阳市
434,286083,726476,1024659,3C数码,88908303,1,1,1,1,,,,1,,,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,,,1,,,,,1,1,,1,1,1,1,1,,1,1,,,,1,3,,5,9,7,8,6,,2,4,,,5,1,1,1,2,1,1,,,1,,,,,,1,2,1,2,2,2,2,2,3,,,价格贵了,1,2,3,2,2,2,2,2,4,,,,贵,1,更符合需求,4,1,3,6,六线,低,未知,辽宁省,葫芦岛市
435,286083,726476,1024659,3C数码,88908312,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,1,1,1,1,1,1,1,,,,1,1,,1,1,,,1,1,1,1,,,,2,8,,5,4,,,6,1,7,3,,,4,2,1,2,2,1,1,,,,,,,,,1,2,1,2,2,1,2,3,,,,为啥多付钱,1,2,2,2,1,2,1,2,3,,,,为什么要多付钱,3,都可以,4,1,4,2,三线,低,未知,浙江省,嘉兴市
436,286083,726476,1024659,3C数码,88908325,,1,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,1,,,,,,,,1,1,,1,1,,,1,,,1,1,,,4,2,,1,3,,,6,,,7,5,,5,2,1,2,2,1,1,1,,1,,,,,,1,2,2,3,2,3,2,2,3,,,外观更高级，感觉比较耐脏，质量可以,1,2,2,1,1,2,5,2,3,,,,感觉不到实际的质量手感,1,感觉不容易脏，比较好清理,2,1,3,2,二线,中等,"已婚,已育,已有房",重庆,重庆市
437,286083,726476,1024659,3C数码,88908337,1,1,1,,,1,1,1,,1,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,1,1,1,,,,,,,,1,1,1,,,1,,,,,,,,,2,3,4,,,1,,,,,5,1,1,2,1,,1,1,1,,,,,,,1,2,1,2,1,6,1,1,1,,,他的外观好看,1,1,1,2,1,1,6,1,1,2,,,我觉得他的设计非常有科技感，很喜欢 ,2,设计有科技感，然后我觉得很新鲜 ,1,1,4,3,二线,中等,"已婚,已有车",江苏省,苏州市
438,286083,726476,1024659,3C数码,88908341,1,1,1,1,,1,1,1,,,1,,1,,1,1,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,1,,,1,,,,,1,1,,,,1,1,,,,,,,,2,1,,,,4,3,,,,,,,5,1,1,2,1,1,,1,1,1,,1,,,,1,1,2,1,1,5,1,1,2,,,外观耐用好用就行,1,1,1,2,2,2,6,2,1,1,,,耐用不要久了磨损严重,1,耐用颜色好用,1,1,3,2,三线,中等,"已婚,已育,已有房,已有车",浙江省,温州市
439,286083,726476,1024659,3C数码,88908360,,1,,,,,1,1,,1,1,,1,1,1,1,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,1,,,,,,1,1,1,1,1,,,,1,,1,1,,,2,4,3,6,8,,,,7,,5,1,,4,2,1,2,3,,,,,1,1,1,,,,1,2,2,3,1,4,2,4,,,,"一是笔槽便利性我会担心直取式的设计我的笔会掉
二是防护太多了会不会特别重，但是如果又轻包裹性又好的话会愿意付溢价。
三是配色丰富这点我会很喜欢。",1,2,1,2,1,2,7,1,2,3,,,我愿意多付部分溢价，但是如果高出了我的心理预期价格我就会放弃购买。,2,很喜欢这种磨砂的材质，看起来不仅比较高级也更符合我自己的审美，而且还防粘指纹。,1,1,3,1,五线,低,未知,贵州省,遵义市
440,286083,726476,1024659,3C数码,88908369,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,3,,,,1,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,,,1,3,,9,7,2,4,10,5,8,11,6,,4,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,3,1,5,1,2,2,,,各项功能都在我的心里预算内,1,2,1,1,2,2,7,2,2,2,,,3Y磁吸折叠都很喜欢,1,保护囊能很好保护平板,1,1,3,3,二线,低,未知,福建省,福州市
441,286083,726476,1024659,3C数码,88908370,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,3,1,1,,,,,,,1,,,,1,1,,5,,,,1,,,,,,,1,1,,1,,1,1,1,,,,1,,,2,1,,7,,4,5,3,,,,6,,3,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,6,1,1,1,,,升级后更人性化了，更适合现代人的使用习惯，方便，安全，有保障，多付点钱非常值得,1,1,1,1,1,1,6,1,1,1,,,磨沙面料沾指纹，高端大气上档次，低调奢华有内涵,2,光栅款更高端大气上档次，有现代感，有质感，适合我,1,1,4,4,一线,低,已有房,广东省,广州市
442,286083,726476,1024659,3C数码,88908384,,,,,,,,1,,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,,1,,1,,,,1,1,,,,,,,,,,1,,,1,2,,,,,,,,,,3,,5,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,2,6,1,1,1,,,防护方面比较重要我愿意多花钱去买这个设计,1,2,2,1,1,2,7,1,1,2,,,主要看重防护,2,磨砂不容易滑，我喜欢这个设计,1,1,3,2,五线,偏低,未知,江西省,萍乡市
443,286083,726476,1024659,3C数码,88908388,1,1,1,1,1,1,,1,,1,1,,1,1,1,,,1,1,,1,2,1,1,,,,,,,,1,,,,,1,5,,,1,,,,,,,,1,1,,,1,1,,,1,,,,,,1,2,,,4,5,,,3,,,,,4,2,1,2,2,1,1,,,,1,,,,,1,2,1,2,2,5,2,2,2,,,我愿意为这些升级点多付钱，主要是因为它们能切实提升日常使用体验：软边防摔和晶透背板既保护了平板不被刮花、磕碰，又能还原原机颜值且久用不发黄，防护和外观都兼顾到了；弹性防丢笔槽解决了Apple Pencil易丢的痛点，磁吸拆分和多形态支架则让追剧、学习、画画等场景都更方便顺手，整体的实用性和质感都比普通保护套提升明显，这些细节升级对我来说很有价值，值得额外投入。,1,2,2,2,2,2,3,2,2,3,,,我愿意为光栅背板多付钱，主要是因为它相比普通背板更不容易留指纹、不显脏，日常用起来清爽干净；独特的纹理设计既比纯透明款更有质感，又比单调的纯色款更耐看、不容易撞款，长期使用也不容易审美疲劳，质感和实用性都有提升，我觉得值得为这些细节升级买单。,1,我更愿意选择光面背板，主要是因为它质感清爽耐看，能还原平板本身的设计美感，而且和光栅背板相比，光面背板工艺更成熟，不容易藏污纳垢，日常擦拭更方便，价格也更友好，对我来说，这种简约干净、实用省心的设计更符合我的使用习惯，也更值得选择。,2,1,4,4,二线,中等,"已婚,育婴期,已育,已有房,已有车",天津,天津市
444,286083,726476,1024659,3C数码,88908428,1,1,1,1,,1,1,1,,1,,,,,,1,,,,,1,5,1,1,,,,,,,,1,,,,,1,5,,1,1,1,1,1,,,,,1,1,1,,1,,,,,1,1,,,,2,3,4,,5,,,,,6,1,,,5,1,1,2,1,,1,1,,,1,,,,,1,3,1,2,4,3,2,2,4,,,涨价却没有带来有实际意义上的保护壳升级,1,2,3,2,1,5,3,2,4,,,,并没有太吸引我购买的优点,3,两者没有太大区别,2,1,3,1,五线,低,已婚,湖南省,永州市
445,286083,726476,1024659,3C数码,88908439,1,1,1,1,,1,,1,,1,1,,1,1,1,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,,1,1,,1,,1,1,,1,,,,1,,2,3,,7,,6,5,,4,,,4,2,1,2,2,,1,,,1,1,1,,,,1,2,2,3,3,5,2,3,,,,日常在家里使用不用特别小心翼翼，也不用很好的保护，包括配色都不是特别重要,1,3,3,2,2,3,3,3,,,2,,不是特别喜欢这个配色，而且价格超出了我的预算,3,价格上差不多，材质也差不多，我的选择可能在于性价比高的一款,2,1,3,2,六线,偏高,"准备结婚期,育婴期",安徽省,池州市
446,286083,726476,1024659,3C数码,88908444,,1,1,1,1,,1,,1,,1,,1,1,1,1,1,1,,,1,2,1,1,,,,,,1,,,,,,,1,4,,,,,1,,,,,,1,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,2,2,1,2,2,1,1,,,,,,,,,1,4,3,3,3,1,2,2,4,,,实用性，追剧，打游戏,1,3,3,3,3,4,1,3,,,2,,没这种需求,1,实用就好,2,1,6,3,二线,中等,"已婚,育婴期,已育,已有房,已有车",江苏省,无锡市
447,286083,726476,1024659,3C数码,88908451,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,6,1,1,,,,,,,,1,,,,,1,4,,,1,,1,,,,,,1,1,1,1,1,,,,,,1,,,,1,2,3,6,5,,,,,,4,,,6,2,1,2,2,1,1,1,,,1,,,,,1,2,1,1,3,6,2,2,4,,,四角防护更好，拿笔也比较方便。,1,2,2,2,2,3,6,2,2,4,,,光栅背板不易沾指纹很实用，防滑也很实用。,2,光栅比光面更防滑，还防沾指纹，所以更倾向选择光栅版。,2,1,4,2,二线,偏低,"已婚,已育,已有房",河南省,郑州市
448,286083,726476,1024659,3C数码,88908454,1,1,1,,1,,,1,,1,1,,1,,1,1,,,,1,1,4,1,1,,,,,,,,1,,,,1,,4,,,,1,1,,,,,,1,1,1,,,,,1,,,,,,,1,2,3,,,,,4,,,,,,4,2,1,2,2,1,1,,,,1,,,,,1,2,2,2,3,5,2,2,3,,,防摔功能更完善，收纳方便不容易丢失,1,4,4,4,2,3,4,3,,,2,,不沾指纹,1,为了不沾指纹贵很多的话就没必要了,2,1,6,3,一线,中等,"已婚,育婴期,已育,装修期,已有房,已有车",上海,上海市
449,286083,726476,1024659,3C数码,88908464,,,1,1,1,1,1,1,1,1,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,5,,1,,1,,1,1,,,,1,1,,,1,1,,1,,,,,,,5,2,,,4,1,,3,,,,,,5,2,1,2,2,,1,,,1,,1,,,,1,2,2,2,2,6,2,2,2,,,物有所值，符合需求,1,2,2,2,2,2,6,2,2,2,,,质感很好,1,功能齐全,1,1,3,4,二线,低,"已婚,育婴期,已育,已有车",浙江省,杭州市
450,286083,726476,1024659,3C数码,88908468,1,1,1,,1,1,1,,1,1,1,,,1,1,1,1,1,,,1,2,1,1,,,,,,,,1,,,1,,,4,,,1,,,,,,,,1,1,,1,,1,,,1,,,1,,,1,3,,5,,6,,,4,,,2,,3,2,1,2,2,1,1,1,,1,1,1,,,,1,2,1,3,2,1,2,2,4,,,我感觉这个保护套的防护性能比较好，配色也丰富，而且支撑性还有外观也比较符合我的审美,1,2,1,2,1,1,7,2,4,,,,光栅背板的颜值和质感都非常高，而且防指纹，手感好,2,光面款可能有指纹的问题而且容易刮花，防护性能不如光栅款的,2,2,3,2,五线,低,"单身,装修期",湖南省,益阳市
451,286083,726476,1024659,3C数码,88908479,,,,,,1,1,1,,1,1,,1,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,3,,,,1,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,3,,,2,,,5,1,1,1,1,1,1,,,1,,,,,,1,2,2,1,1,3,1,1,1,,,如果价钱相差不大，我会选择更好的,1,1,2,1,2,2,5,2,1,2,,,设计感,2,设计与质感,1,1,4,6,一线,中等,"准备结婚期,已有车",广东省,深圳市
